frame_idx,label,num_detections,mean_confidence
0,clean,4,0.30677226185798645
1,clean,3,0.4476504623889923
2,clean,2,0.41179704666137695
3,clean,5,0.3129667639732361
4,clean,4,0.3681129217147827
5,clean,4,0.4210401475429535
6,clean,1,0.6111158132553101
7,clean,1,0.5637149214744568
8,clean,1,0.4556783437728882
9,clean,2,0.44682544469833374
10,clean,1,0.5690216422080994
11,clean,1,0.5620935559272766
12,clean,1,0.48952779173851013
13,clean,2,0.4417436122894287
14,clean,2,0.4942740797996521
15,clean,1,0.48687946796417236
16,clean,1,0.5912160873413086
17,clean,1,0.6452683210372925
18,clean,1,0.6801373362541199
19,clean,1,0.7211838960647583
20,clean,1,0.7048507928848267
21,clean,1,0.7291313409805298
22,clean,1,0.79348224401474
23,clean,1,0.7956141829490662
24,clean,1,0.7809680104255676
25,clean,1,0.7238314151763916
26,clean,1,0.6597886085510254
27,clean,0,0.0
28,clean,1,0.5759618878364563
29,clean,1,0.734130322933197
30,clean,1,0.8362237811088562
31,clean,1,0.8484207391738892
32,clean,1,0.8473713994026184
33,clean,1,0.8619182109832764
34,clean,1,0.8472646474838257
35,clean,1,0.7116032838821411
36,clean,1,0.6857669949531555
37,clean,0,0.0
38,clean,0,0.0
39,clean,0,0.0
40,clean,0,0.0
41,clean,0,0.0
42,clean,0,0.0
43,clean,0,0.0
44,clean,0,0.0
45,clean,0,0.0
46,clean,0,0.0
47,clean,0,0.0
48,clean,0,0.0
49,clean,0,0.0
50,clean,0,0.0
51,clean,0,0.0
52,clean,0,0.0
53,clean,0,0.0
54,clean,0,0.0
55,clean,0,0.0
56,clean,0,0.0
57,clean,1,0.36479002237319946
58,clean,0,0.0
59,clean,0,0.0
60,clean,1,0.25873398780822754
61,clean,0,0.0
62,clean,0,0.0
63,clean,0,0.0
64,clean,0,0.0
65,clean,0,0.0
66,clean,1,0.3111911416053772
67,clean,1,0.3447929918766022
68,clean,1,0.2644502818584442
69,clean,0,0.0
70,clean,1,0.26195111870765686
71,clean,0,0.0
72,clean,1,0.25937730073928833
73,clean,1,0.29265403747558594
74,clean,0,0.0
75,clean,0,0.0
76,clean,0,0.0
77,clean,0,0.0
78,clean,0,0.0
79,clean,0,0.0
80,clean,0,0.0
81,clean,1,0.273444265127182
82,clean,0,0.0
83,clean,0,0.0
84,clean,0,0.0
85,clean,0,0.0
86,clean,0,0.0
87,clean,0,0.0
88,clean,0,0.0
89,clean,0,0.0
90,clean,0,0.0
91,clean,0,0.0
92,clean,0,0.0
93,clean,0,0.0
94,clean,1,0.270995169878006
95,clean,0,0.0
96,clean,0,0.0
97,clean,0,0.0
98,clean,1,0.26030734181404114
99,clean,1,0.3068070411682129
100,clean,1,0.32901668548583984
101,clean,1,0.30223721265792847
102,clean,0,0.0
103,clean,1,0.30669403076171875
104,clean,2,0.426060289144516
105,clean,3,0.4199002683162689
106,clean,3,0.5147287845611572
107,clean,3,0.5697420239448547
108,clean,3,0.45213231444358826
109,clean,4,0.4348181486129761
110,clean,4,0.4521828293800354
111,clean,3,0.482527494430542
112,clean,4,0.3819838762283325
113,clean,4,0.42139166593551636
114,clean,2,0.4493871033191681
115,clean,1,0.5904368758201599
116,clean,3,0.4319751262664795
117,clean,3,0.3692798614501953
118,clean,3,0.38392066955566406
119,clean,2,0.4805184006690979
120,clean,3,0.4170753061771393
121,clean,4,0.4163506329059601
122,clean,4,0.428012490272522
123,clean,4,0.44254836440086365
124,clean,5,0.48479849100112915
125,clean,5,0.4816158711910248
126,clean,4,0.5468651056289673
127,clean,5,0.424642413854599
128,clean,5,0.4386988580226898
129,clean,5,0.47016581892967224
130,clean,5,0.49146825075149536
131,clean,4,0.5166447758674622
132,clean,5,0.4660431742668152
133,clean,3,0.6069309711456299
134,clean,4,0.5611531734466553
135,clean,4,0.5767199993133545
136,clean,5,0.49777016043663025
137,clean,5,0.5076939463615417
138,clean,5,0.49810537695884705
139,clean,5,0.45867982506752014
140,clean,5,0.5335537195205688
141,clean,5,0.5354096293449402
142,clean,5,0.5173650979995728
143,clean,6,0.5107905268669128
144,clean,6,0.5189151167869568
145,clean,5,0.5712289214134216
146,clean,5,0.5450034737586975
147,clean,5,0.4929482340812683
148,clean,5,0.5760475993156433
149,clean,5,0.5695794224739075
150,clean,5,0.5319074988365173
151,clean,5,0.5182982683181763
152,clean,5,0.536817729473114
153,clean,7,0.43754857778549194
154,clean,6,0.4498966932296753
155,clean,5,0.5320594906806946
156,clean,5,0.5526145696640015
157,clean,5,0.5993138551712036
158,clean,5,0.5557430982589722
159,clean,5,0.5519207119941711
160,clean,4,0.6066842079162598
161,clean,5,0.5113875269889832
162,clean,5,0.5543287992477417
163,clean,6,0.5548985600471497
164,clean,6,0.5047830939292908
165,clean,6,0.5501417517662048
166,clean,5,0.6058343648910522
167,clean,5,0.6156278848648071
168,clean,5,0.5738993883132935
169,clean,6,0.5086424350738525
170,clean,5,0.5612457990646362
171,clean,6,0.5023574829101562
172,clean,7,0.4915873110294342
173,clean,6,0.5157439708709717
174,clean,7,0.5013728141784668
175,clean,5,0.5553780794143677
176,clean,4,0.5994685888290405
177,clean,7,0.4594648778438568
178,clean,7,0.4869025647640228
179,clean,7,0.5063489079475403
180,clean,7,0.49778246879577637
181,clean,7,0.5654720067977905
182,clean,7,0.5380988121032715
183,clean,7,0.5984262228012085
184,clean,7,0.5424790978431702
185,clean,6,0.5886801481246948
186,clean,6,0.5704731345176697
187,clean,8,0.5300264358520508
188,clean,7,0.5479045510292053
189,clean,7,0.6068531274795532
190,clean,6,0.6057033538818359
191,clean,8,0.5077332854270935
192,clean,8,0.5571936964988708
193,clean,8,0.5235432386398315
194,clean,9,0.5788241624832153
